Country Name,Country Code,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",78441805766,64478182701,57900893317,1.00601E+11,81517949411,1.14978E+11,1.97909E+11,2.24652E+11,1.5656E+11,2.24134E+11,2.8525E+11
Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",6058364118,5916374187,9370002683,8837274715,5774202911,9125567610,12620070928,18618251985,15360509874,18199963083,23502680374
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",2668249134,2776324507,3399783775,3900518984,3236472981,5346137982,8748476134,11960242962,9613528032,14558556132,16925132667
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",9389136116,6864257255,17305461701,1845838359,-266949356.7,44598433612,33538242375,16214866193,29934896948,29875940865,26414902947
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",13190064791,19761311184,20553714207,25103536129,48501798468,70265360518,94656421937,1.22849E+11,94004196146,91832914235,1.09798E+11
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",1.58679E+11,1.54141E+11,1.61663E+11,2.16806E+11,3.01823E+11,3.92965E+11,5.4678E+11,6.28746E+11,4.28166E+11,6.15888E+11,7.34906E+11
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",29695245.88,28391254.96,43948139.98,55671430.94,27441449.23,24322286.69,75616001.72,11009973.06,91349553.1,9507301.296,61173319.21
Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",1.17537E+11,1.38852E+11,1.48257E+11,1.72254E+11,2.79552E+11,3.39017E+11,4.84281E+11,4.82456E+11,3.68165E+11,5.54653E+11,6.06628E+11
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",442400000,660790497.9,217398839.9,796133753.2,845877986.2,2067072857,2293469627,1907541463,17980648.77,865322434.9,1537988469
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",,4243174365,4291105683,5179643439,4644769483,32219534641,-29679425810,7117112828,27255154249,39128528763,8843156717
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",173485503.3,159978989.6,316335164.1,591016370.9,810406848.7,1704978770,2713740045,1432688544,-32391422.09,435492262.8,1500490481
"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",160004979.1,393961071,506111201,771496386.2,1775023638,2916866633,5357705783,3982611128,-412628142.4,3629274389,1754336190
St. Martin (French part),MAF,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",143838237.3,79160963.95,2312682907,787053819,1619752454,2366000096,2806642141,2466288357,1970323920,1240625859,2521362081
Monaco,MCO,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",103440000,84050000,73750000,151010000,190700000,258680000,536020000,726610000,258190000,286120000,347930000
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",93059224,14661798.07,12874087,52910748,50491148.45,294681941.5,789389724.1,1134497642,1293330142,912287179.8,815534454.5
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",20541053.26,24718599.77,31774435.57,52933701.73,52991121.06,63826812.89,132432080.8,181255431.8,157963586.8,216468945.7,423530664
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",8163299927,9581414676,20255305654,32800313658,73129405134,1.09055E+11,1.26454E+11,1.13755E+11,83843882867,87567125470,62346725072
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",30060020323,24055125415,18223514102,24916054094,26018159827,20677861589,33077991459,32224048190,19368616146,20924974772,24726664527
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",739000,839000,-1152000,1156000,3279622.362,1876761.725,6987311.988,5694746.716,14649434.96,-9356673.132,-4380881.138
Middle income,MIC,"Foreign direct investment, net inflows (BoP, current US$)",1.5601E+11,1.51365E+11,1.58263E+11,2.12906E+11,2.98587E+11,3.87619E+11,5.38032E+11,6.16786E+11,4.18553E+11,6.0133E+11,7.17981E+11
North Macedonia,MKD,"Foreign direct investment, net inflows (BoP, current US$)",469570706.4,114193471.4,119041753.2,309137638.5,145329601.5,427444589.3,733466879,611688378.6,259530321.5,301441681.7,507920732.8
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",208815769.6,-12312977.4,72355432.36,84840599.64,160218206.8,148195574.1,206064771.4,266432781.9,646609200.6,371569832.6,556147161.6
Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",416889166.3,-497796507.9,911474591.3,7463261948,21812521210,25024123091,35597484911,14837415221,1444129815,9246747160,7801381378
Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",208303564.4,150511225.8,248882510,211364295,234904379,275812653,709922015.3,863880447.3,1078972201,901133534.9,2519813313
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",4502066626,8061785424,11252905029,10521887306,18170935379,30379633372,33637747266,35606364313,29219598630,25932821028,15824388426
Montenegro,MNE,"Foreign direct investment, net inflows (BoP, current US$)",,71890077.35,49431493.6,65376568.39,500611849,622001628.3,937515441.4,975105642.3,1549312935,758407499.5,556257883.1
Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",43000000,77794000,131500000,92900000,187620000,245460000,372759900,844697949.5,623609218.2,1691421732,4571161963
Northern Mariana Islands,MNP,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",255416251,347584940,336698815,244703873.4,122413755.6,251141650.3,416689348.4,641399415.8,930100407.8,1258453097,3663937118
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",76700000,67340352.32,101957951.6,404102025.7,811869181.4,154601638.1,139372822.3,342770662,-3072044.396,130528391.3,588749564.2
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",-27675565.71,32073116.08,62630665.28,13894736.4,41776995.78,106758059.1,340763853.7,377724738.1,256680711.8,429958030.7,433358879.7
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",19299991.09,5899999.359,65885630.02,107811374,139696707.4,35561531.63,124388838.7,195424461.1,49130854.84,97010028.45,812753754.6
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",553947368.4,3192894737,3218947368,4376052632,3924786635,7690731246,9071369835,7572512432,114664434.6,10885614182,15119371191
North America,NAC,"Foreign direct investment, net inflows (BoP, current US$)",1.99904E+11,1.33958E+11,1.24131E+11,2.15925E+11,1.6794E+11,3.62677E+11,4.67682E+11,4.11383E+11,1.81963E+11,2.93976E+11,3.01577E+11
Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",379336366.4,147535758.5,65110887.11,223561311.2,392757950.1,609772318.5,669789340.8,749771454.7,835814906.9,287188694.4,811495035.4
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",103041207.7,59055445.66,116048161.9,27480195.73,-6738759.001,749088411.7,417453934.4,1746369905,1182295528,1439085573,1758141869
Niger,NER,"Foreign direct investment, net inflows (BoP, current US$)",22567709.39,7790662.7,18487601.85,24367537.69,49733809.25,40274236.62,98942805.39,281935056.4,631278387,795859656,1065789606
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",1190618644,1874070753,2005353563,1874060887,4982533930,4854353979,6036021405,8195499253,8554740717,6026232041,8841113287
Nicaragua,NIC,"Foreign direct investment, net inflows (BoP, current US$)",150200000,203900000,201300000,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",51979626672,25457149405,20440751399,1.39818E+11,2.09981E+11,3.75136E+11,7.3401E+11,1.95192E+11,95931335754,1.1573E+11,3.31838E+11
Norway,NOR,"Foreign direct investment, net inflows (BoP, current US$)",3190216069,3011752930,4179380423,4918494986,10058759830,11877923790,24806091103,20578219685,8635762892,21634265663,10296323076
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",20850000,-5952541.127,14778085.61,-417346.3839,2451784.707,-6647983.904,5741706.053,995123.9307,38271269.97,87741711.63,94022157.12
Nauru,NRU,"Foreign direct investment, net inflows (BoP, current US$)",1000000,2882000,2129000,1000000,1000000,1000000,2737000,1465000,1389000,0,0
New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",259321576.8,2848556987,-3363941288,2319819298,1906665964,2912645687,4335506076,2591966537,-52385533.24,286306903,1378410924
OECD members,OED,"Foreign direct investment, net inflows (BoP, current US$)",6.0463E+11,5.90798E+11,5.19339E+11,7.12743E+11,1.15831E+12,1.60145E+12,2.33047E+12,1.63118E+12,7.63954E+11,9.87542E+11,1.33297E+12
Oman,OMN,"Foreign direct investment, net inflows (BoP, current US$)",5201560.468,109232769.8,24967490.25,111053316,1538361508,1596098830,3332119636,2951885566,1485825748,1242652796,1629144343
Other small states,OSS,"Foreign direct investment, net inflows (BoP, current US$)",3973739247,3356170652,6004581448,14342872883,35674164241,42793559438,60280051763,29690691717,20893747425,36854099578,7892068072
Pakistan,PAK,"Foreign direct investment, net inflows (BoP, current US$)",378000000,826000000,534000000,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2022000000,1326000000
Panama,PAN,"Foreign direct investment, net inflows (BoP, current US$)",606800000,247100000,1050600000,1277900000,1104400000,2944300000,2224000000,2390000000,1085500000,2549100000,4395600000
Peru,PER,"Foreign direct investment, net inflows (BoP, current US$)",1144260000,2155836815,1335007073,1599038389,2578719365,3466531061,5490961307,6923651285,6430652961,8454627588,7682261109
Philippines,PHL,"Foreign direct investment, net inflows (BoP, current US$)",760000000,1769000000,492000000,592000000,1664000000,2707414997,2918724841,1340027563,2064620678,1070386940,2007150725
Palau,PLW,"Foreign direct investment, net inflows (BoP, current US$)",-1431856.736,1901014.564,4593705.438,6845036.97,3971994.27,33283255.64,4383239.141,4741656.707,2790871.006,2685244.116,8326127.029
Papua New Guinea,PNG,"Foreign direct investment, net inflows (BoP, current US$)",63183318.66,18278809.76,109472473.4,29883258.83,31818696.74,11777272.97,94558953.92,-30591591.76,418816685.9,28720688.24,-309831004.1
Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",5677000000,4091000000,5371000000,13868000000,11041000000,21473000000,25031000000,14574000000,14025000000,18395000000,18485000000
Pre-demographic dividend,PRE,"Foreign direct investment, net inflows (BoP, current US$)",7277196920,8293514845,12755897528,10201403657,11963586844,13261778169,19298866705,24931879190,25489827334,25744627718,32654415678
Puerto Rico,PRI,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",-19841000,5596000,5704000,64959000,-5980000,-235791000,22053000,170965000,86348000,13585000,103125000
Portugal,PRT,"Foreign direct investment, net inflows (BoP, current US$)",6117424175,595755776.4,10335839853,2496972203,4428914068,13198582130,6026180108,7821376697,5578899469,8455785211,9817680645
Paraguay,PRY,"Foreign direct investment, net inflows (BoP, current US$)",99200000,90400000,-57700000,93979000,7300000,187800000,105000000,337856000,26913000,555544000,463994000
West Bank and Gaza,PSE,"Foreign direct investment, net inflows (BoP, current US$)",19176400.67,9440000,12872000,20520000,36242000,18587960,19596000,51508000,300468000,179941047.8,238840690.6
Pacific island small states,PSS,"Foreign direct investment, net inflows (BoP, current US$)",59756420.85,57136440.7,66452289,286746963.2,207374269.1,741385129.8,624060577.7,871967138.7,425202813.1,397655512.7,418067245.2
Post-demographic dividend,PST,"Foreign direct investment, net inflows (BoP, current US$)",5.99331E+11,5.39108E+11,5.04786E+11,7.27952E+11,1.13871E+12,1.61002E+12,2.33392E+12,1.6314E+12,7.3967E+11,1.03595E+12,1.37842E+12
French Polynesia,PYF,"Foreign direct investment, net inflows (BoP, current US$)",-19170000,10930935.86,58213238.5,6420023.009,7818937.09,30649550.54,58249411.64,13884094.47,21843717.56,64303751.42,133839517.3
Qatar,QAT,"Foreign direct investment, net inflows (BoP, current US$)",295520000,623920000,624920000,1198970000,2500000000,3500000000,4700000000,3778626374,8124736264,4670329670,938516483.5
Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",1157000000,1144000000,1844000000,6443000000,6498650463,11006614842,10103086514,13667824245,4637684880,3213737652,2370097223
Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",2847300000,3473830000,7928630000,15402990000,15508050000,37594770000,55873680000,74782910000,36583100000,43167780000,55083630000
Rwanda,RWA,"Foreign direct investment, net inflows (BoP, current US$)",4634137.685,2610000,4700000,7700000,10500000,30643966.47,82283165.86,103346051.9,118670000,250504802.9,119105385.8
South Asia,SAS,"Foreign direct investment, net inflows (BoP, current US$)",5798481655,6354963508,4820712731,7477232653,10835965281,25539643966,32472490181,51150647659,39495301323,31698961379,40646167618
Saudi Arabia,SAU,"Foreign direct investment, net inflows (BoP, current US$)",19640000,-614133333.3,-586506666.7,-334320000,12106749694,18317596796,24333811514,39455863929,36457666667,29232706667,16308280000
Sudan,SDN,"Foreign direct investment, net inflows (BoP, current US$)",574000000,713180000,1349190000,1511070000,1561689997,1841833814,1504379838,1653120315,1726298403,2063730998,1734376994
Senegal,SEN,"Foreign direct investment, net inflows (BoP, current US$)",45044018.4,82304118.93,86305872.18,137336903.7,167877437.2,289582834.4,350994490.1,453902667.5,330145120.8,271827672.5,338218819.4
Singapore,SGP,"Foreign direct investment, net inflows (BoP, current US$)",17006874669,6157249991,17051420153,24390314129,18090329984,36923890241,47733209770,12200705252,23821209700,55075864345,49155657316
Solomon Islands,SLB,"Foreign direct investment, net inflows (BoP, current US$)",-8617173.107,145800.7449,-1009361.681,-2670173.389,548149.3494,44307544.56,85983505.99,75177085.38,48583116.34,165920898.3,120052792.5
Sierra Leone,SLE,"Foreign direct investment, net inflows (BoP, current US$)",9835742.022,10413409.46,8615049.668,61153314.19,90731669.74,58869143.91,95470171.32,53095074.15,110430202.5,238404157.8,950477689
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.7,122500004.3
San Marino,SMR,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Somalia,SOM,"Foreign direct investment, net inflows (BoP, current US$)",40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000
Serbia,SRB,"Foreign direct investment, net inflows (BoP, current US$)",177440917.8,490635734.8,1466986594,958469762.2,1577035766,4255703638,4423192680,4055798182,2929226710,1693250319,4930532020
Sub-Saharan Africa (excluding high income),SSA,"Foreign direct investment, net inflows (BoP, current US$)",15353433384,10793606460,13758788209,12255404586,19481177813,16293659544,28973735584,38608241329,36465053848,32780739726,42981735087
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Sub-Saharan Africa,SSF,"Foreign direct investment, net inflows (BoP, current US$)",15418173640,10841324208,13817213750,12293419438,19561907552,16434215237,29149659230,38788066773,36633305510,32940535101,43124975752
Small states,SST,"Foreign direct investment, net inflows (BoP, current US$)",5998585416,5336778190,8274521469,16922314693,39014096364,47284417824,64818171798,37027048730,24427764367,40090703559,10479308211
Sao Tome and Principe,STP,"Foreign direct investment, net inflows (BoP, current US$)",3000000,3600000,3400000,3501000,15664000,38015839.46,36028527.82,79143388.76,15500000,50600000,32152348.55
Suriname,SUR,"Foreign direct investment, net inflows (BoP, current US$)",-26800000,-73600000,-76100000,-37300000,27900000,-163400000,-246700000,-231400000,-93400000,-247700000,145288761.2
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",1532584052,4212437461,969200518.9,4060863687,3924682009,5696440446,5059527853,4641898697,1519061242,2117457352,5426624043
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",501200000,1849800000,535600000,763100000,970800000,692021551.7,1884506373,1080741792,-346971372.9,319143932.6,875946337.7
Sweden,SWE,"Foreign direct investment, net inflows (BoP, current US$)",18217810086,18381645408,6007683416,16854649894,20782686616,22052656379,46143507533,41436553996,8960871621,625102142.5,6979353755
Eswatini,SWZ,"Foreign direct investment, net inflows (BoP, current US$)",29330084.35,92945313.17,-60190680.48,69582011.84,-45850344.68,121031132.7,37493846.24,105729374.7,65705859.52,135660413.7,98708321.72
Sint Maarten (Dutch part),SXM,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,71631284.92,85877094.97,39659217.88,32595530.73,-48480446.93
Seychelles,SYC,"Foreign direct investment, net inflows (BoP, current US$)",64740256.51,47717748.07,58425540.73,38014852.1,80729739.09,140555693.5,175923646.5,179825444.2,168251661.9,159795375,143240665.1
Syrian Arab Republic,SYR,"Foreign direct investment, net inflows (BoP, current US$)",110000000,115000000,160000000,275000000,500000000,659000000,1241959115,1465623386,2569548272,1469196863,
Turks and Caicos Islands,TCA,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Chad,TCD,"Foreign direct investment, net inflows (BoP, current US$)",459866391.8,924119210.1,712663454.9,466793492.1,-99342519.36,-278414000,-321655000,466131000,374900000,313000000,281900000
East Asia & Pacific (IDA & IBRD countries),TEA,"Foreign direct investment, net inflows (BoP, current US$)",52301355482,63362281327,68359122272,83220891535,1.29273E+11,1.52665E+11,1.93503E+11,2.11539E+11,1.55967E+11,2.98431E+11,3.36755E+11
Europe & Central Asia (IDA & IBRD countries),TEC,"Foreign direct investment, net inflows (BoP, current US$)",20877901427,19019100480,31967595146,59563715580,68994073619,1.29659E+11,1.7447E+11,1.86612E+11,1.08781E+11,1.08124E+11,1.41172E+11
Togo,TGO,"Foreign direct investment, net inflows (BoP, current US$)",72554169.37,57534689.67,45671000.8,79824366.06,95965416.47,91315553.92,62324369.4,50687212.17,46118873.9,124942198.6,727757280.6
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",5067170388,3341612007,5232270340,5860255943,8215637195,8917470351,8633903441,8561557725,6411458545,14746672920,2473685996
Tajikistan,TJK,"Foreign direct investment, net inflows (BoP, current US$)",9495400,36066400,31649700,272025100,54479300,338627400,359967400,486614340,149060550,93940670,145883670
Turkmenistan,TKM,"Foreign direct investment, net inflows (BoP, current US$)",170000000,276000000,226000000,353700000,418200000,730900000,856000000,1277000000,4553000000,3632300000,3391067000
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Foreign direct investment, net inflows (BoP, current US$)",72663445140,55720621735,45229975780,68432126659,78560226321,76859250107,1.31664E+11,1.50968E+11,92842308967,1.60251E+11,2.08786E+11
Timor-Leste,TLS,"Foreign direct investment, net inflows (BoP, current US$)",,942000,4519000,0,908000,8478084.462,8695061.688,39697970.75,47954750.66,30332806.77,49058168.54
Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (BoP, current US$)",4482890226,8052345424,11240033029,10501367306,18134693379,30361045412,33618151266,35554856313,28919130630,25752879980,15585547735
Tonga,TON,"Foreign direct investment, net inflows (BoP, current US$)",7628663.053,4692076.768,182273.3306,5533664.04,6005489.532,10987468.97,17583867.2,21517757.35,247006.485,4661006.003,7641551.958
South Asia (IDA & IBRD),TSA,"Foreign direct investment, net inflows (BoP, current US$)",5798481655,6354963508,4820712731,7477232653,10835965281,25539643966,32472490181,51150647659,39495301323,31698961379,40646167618
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Foreign direct investment, net inflows (BoP, current US$)",15418173640,10841324208,13817213750,12293419438,19561907552,16434215237,29149659230,38788066773,36633305510,32940535101,43124975752
Trinidad and Tobago,TTO,"Foreign direct investment, net inflows (BoP, current US$)",834900044.6,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.46
Tunisia,TUN,"Foreign direct investment, net inflows (BoP, current US$)",451514809.2,790302916.6,539481939,592147521.7,712714847.3,3239909093,1515345044,2600674976,1525244858,1334497695,432666011.6
Turkey,TUR,"Foreign direct investment, net inflows (BoP, current US$)",3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19851000000,8585000000,9099000000,16182000000
Tuvalu,TUV,"Foreign direct investment, net inflows (BoP, current US$)",-9309.819144,-9779.619002,-10973.37346,-11696.83453,-11417.1947,-10582.65237,-11053.95062,1687799.956,1751074.672,455233.534,-119087.6702
Tanzania,TZA,"Foreign direct investment, net inflows (BoP, current US$)",549270351.5,395567134,318401298.7,442539548.4,935520591.7,403038991.4,581511807,1383260000,952630000,1813200000,1229361018
Uganda,UGA,"Foreign direct investment, net inflows (BoP, current US$)",151496150.7,184648059.2,202192593.6,295416479.8,379808340.7,644262499.9,792305780.9,728860900.7,841570802.7,543872727.3,894293858
Ukraine,UKR,"Foreign direct investment, net inflows (BoP, current US$)",792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000
Upper middle income,UMC,"Foreign direct investment, net inflows (BoP, current US$)",1.4282E+11,1.31603E+11,1.37709E+11,1.87802E+11,2.50085E+11,3.17354E+11,4.43375E+11,4.93937E+11,3.24549E+11,5.09497E+11,6.08183E+11
Uruguay,URY,"Foreign direct investment, net inflows (BoP, current US$)",310402928.2,179852187.8,402717369.3,352712784.3,826626704.3,1508350269,1358736506,2141969341,1602591813,2191067967,2690094197
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",1.71471E+11,1.09466E+11,1.17106E+11,2.13641E+11,1.42344E+11,2.98463E+11,3.46613E+11,3.41092E+11,1.61083E+11,2.64039E+11,2.63497E+11
Uzbekistan,UZB,"Foreign direct investment, net inflows (BoP, current US$)",82800000,65300000,82600000,176600000,191600000,173800000,705200000,711300000,842000000,1636448861,1635145000
St. Vincent and the Grenadines,VCT,"Foreign direct investment, net inflows (BoP, current US$)",21040370.37,34048225.93,55164448.15,65686166.67,40087314.81,109112344.4,119406900,159243360,110221666.3,97218108.89,85623860.37
"Venezuela, RB",VEN,"Foreign direct investment, net inflows (BoP, current US$)",3704000000,761000000,1573000000,1489000000,2450000000,198000000,4358000000,2083000000,-1137000000,1583000000,5855000000
British Virgin Islands,VGB,"Foreign direct investment, net inflows (BoP, current US$)",3791260000,5451882000,9660121000,28309656000,-7142639000,12029088000,37163179000,52554448000,42212878000,51464048000,58182686000
Virgin Islands (U.S.),VIR,"Foreign direct investment, net inflows (BoP, current US$)",,,,,,,,,,,
Vietnam,VNM,"Foreign direct investment, net inflows (BoP, current US$)",1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000
Vanuatu,VUT,"Foreign direct investment, net inflows (BoP, current US$)",18004322.08,14162544.81,18010732.39,19840843.5,13251642.41,43447011.63,34155234.68,37694497.49,32140846.43,63109398.82,61117730.9
World,WLD,"Foreign direct investment, net inflows (BoP, current US$)",8.03639E+11,7.54097E+11,7.38923E+11,1.01065E+12,1.54581E+12,2.20464E+12,3.14219E+12,2.47181E+12,1.39959E+12,1.88861E+12,2.31207E+12
Samoa,WSM,"Foreign direct investment, net inflows (BoP, current US$)",1414589.826,1599402.89,2724300.763,2480936.284,3763664.371,21927671.89,6821727.439,45899093.79,9868116.508,-1324579.317,8984743.311
Kosovo,XKX,"Foreign direct investment, net inflows (BoP, current US$)",,,,53385314.26,133876754.5,370137201.3,604021946.4,538963527.4,403147913.1,490048756.1,535326481.8
"Yemen, Rep.",YEM,"Foreign direct investment, net inflows (BoP, current US$)",155140748.1,114301962.2,-89106971.95,143578198.5,-302056736.8,1120970000,917300000,1554630000,129200000,188641795.8,-517842928.5
South Africa,ZAF,"Foreign direct investment, net inflows (BoP, current US$)",7270344986,1479804589,783136092.3,701422007.6,6522098178,623291744.3,6586792253,9885001293,7624489974,3693271715,4139289123
Zambia,ZMB,"Foreign direct investment, net inflows (BoP, current US$)",145000000,298390000,347000000,364040000,356940000,615790000,1323900000,938620000,694800000,1729300000,1108500000
Zimbabwe,ZWE,"Foreign direct investment, net inflows (BoP, current US$)",3800000,25900000,3800000,8700000,102800000,40000000,68900000,51600000,105000000,122586666.7,344300000
